datetime;sensorA;sensorB;sensorC;changepoint;anomaly
2026-05-20 00:00:00;0.3472576097879631;-1.4577931419503602;1.1237929491961267;-1.0519945329286466;1
2026-05-20 00:00:10;0.03507842246994113;-2.150006391415703;0.8460306356126046;0.1370268639198277;0
2026-05-20 00:00:20;0.08474708044318782;-1.7296856080746048;0.07084315108003528;0.8170225701084532;0
2026-05-20 00:00:30;1.3001793821375074;-0.32880724713926973;1.2672058458636732;0.8706965255308728;0
2026-05-20 00:00:40;-0.29250941126554053;1.257216728311696;-0.32676925838794685;-0.3116509310276013;0
2026-05-20 00:00:50;0.1298108093813762;-0.7228224016970938;1.2221438371907474;0.9550436377058829;0
2026-05-20 00:01:00;-0.037474594941224695;0.6287468085932575;-1.083713766683973;-0.22265964390957518;0
2026-05-20 00:01:10;-0.39535279239084925;-0.9077237152102002;1.195224841529735;-0.9893528036064198;1
2026-05-20 00:01:20;0.9292625784179278;-0.08741136404702825;-1.1838400571818375;0.3289958929367102;0
2026-05-20 00:01:30;-0.3728852361458207;-0.1170906762666471;1.5612057256614513;0.9867082114268086;0
2026-05-20 00:01:40;1.0886636180996943;2.8876735425078275;-0.07520906238849269;1.654096294621169;0
2026-05-20 00:01:50;-3.583684383387651;0.09295334040588171;-1.5712229468811203;0.4068180674528914;0
2026-05-20 00:02:00;0.8084724577577966;-1.5653358014836118;-0.7170653081344225;-0.013186302882782518;0
2026-05-20 00:02:10;1.3168615927594542;0.5650064995585726;-1.186758808824155;0.5404301063530986;0
2026-05-20 00:02:20;-0.7591028753287763;1.3940673537802684;0.8581456632884672;0.19860826817518784;0
2026-05-20 00:02:30;0.6918772860723874;0.9263623155411971;-0.26570229346321145;-0.2835818712629027;0
2026-05-20 00:02:40;-0.8002214277037177;-1.5342321922325182;-1.0399489287051529;-0.09589537687110983;0
2026-05-20 00:02:50;1.7834100070736705;-0.9041390058294579;1.9836461673702244;1.2922908581302488;0
2026-05-20 00:03:00;-0.7918474360555131;-2.5654942549492232;0.8498571622029835;0.7752868359203964;0
2026-05-20 00:03:10;-0.23602534742326162;1.2932125441734146;1.5638206842943179;0.15131573420005906;0
2026-05-20 00:03:20;-1.5319667113562407;-1.2428553674216387;-0.006854590854809042;-1.0588216209289634;0
2026-05-20 00:03:30;0.0288595232262666;1.209773290085372;-0.37698688234818284;-0.28022912550816137;0
2026-05-20 00:03:40;0.5896378153784917;1.4706273512754333;-0.4518035410155012;0.3559836026063349;0
2026-05-20 00:03:50;-0.15153085798793534;0.7109726186756964;0.6857468647403415;0.4769586004026394;0
2026-05-20 00:04:00;0.8095046826742202;0.360515921583988;0.7796849739911453;-0.2933316060800297;0
2026-05-20 00:04:10;-1.75479896708458;0.061155926552058384;-0.20572274700768226;0.3011930089883966;0
2026-05-20 00:04:20;-0.9264036942053697;-0.811018070536988;0.35233475898885364;0.9879779618597351;0
2026-05-20 00:04:30;-0.6162096903106097;-0.6786635348569093;1.0064454546677273;1.1792911471847876;0
2026-05-20 00:04:40;-0.09452504785977392;-0.1861112887208616;0.7750037652114617;-1.251811825953386;1
2026-05-20 00:04:50;-1.1449806476730437;1.1151101462936572;-0.355762691851783;0.5799397794063466;1
2026-05-20 00:05:00;-1.0470483122251106;-1.2659505063734677;0.3637559236340148;-0.10442740712576724;0
2026-05-20 00:05:10;-0.6189120382060935;2.907899620320554;1.5908357402839863;0.8820352457886196;0
2026-05-20 00:05:20;0.11660187639958222;0.7548205893857486;-0.4340271816827041;-1.4066593769751956;0
2026-05-20 00:05:30;1.3070275920054168;0.9141070624135595;-0.2365365069349399;-0.3106320895830742;1
2026-05-20 00:05:40;0.16872808284645205;-0.7372941460109904;0.025576124583974083;0.5268901586868049;0
2026-05-20 00:05:50;1.8001031303882387;-0.5820268712949355;-2.0712489559676404;-2.542488351561645;0
2026-05-20 00:06:00;-1.1731609533794383;-1.2567655687881594;-0.5887869863873391;0.862400884490604;0
2026-05-20 00:06:10;-0.5778368235373563;-0.40910364640715235;0.5993529442597992;1.1038448730599575;1
2026-05-20 00:06:20;-1.0606521632022166;-1.8183580951716423;-0.8942150418986466;-0.37640822815062314;0
2026-05-20 00:06:30;-1.1592732009651983;-0.09300744655166486;-0.2895600385325202;-0.6080747110090466;1
2026-05-20 00:06:40;1.6167783493495964;0.36465139118228845;-0.797675284382643;-0.8414056396653204;0
2026-05-20 00:06:50;1.5587783166598288;-1.2119012001439329;0.833556560020717;2.030696556359202;0
2026-05-20 00:07:00;0.29282806093924935;-1.2583978646576894;1.83523107413484;2.432490087991749;1
2026-05-20 00:07:10;0.4148066257972288;0.9274532953106098;-0.4466803357290462;0.378486066328262;0
2026-05-20 00:07:20;-0.8302091608832042;-0.4306560136825497;1.2908555675139024;-0.03149665750431794;0
2026-05-20 00:07:30;-0.8652928593560536;0.72571804122727;-0.09435352210416373;0.12047744874326798;0
2026-05-20 00:07:40;-1.93221982601031;0.9052156662498609;-0.1475494395024718;-0.22105795868519124;1
2026-05-20 00:07:50;0.44897713213421875;0.6450066692268329;0.4575765926541947;0.028992137318631858;0
2026-05-20 00:08:00;0.4764285844676002;1.2219321616967058;-0.8679468981686554;-1.9671467127527404;0
2026-05-20 00:08:10;1.2658954191216405;1.5761460976122725;-0.661728390792865;1.681035892480098;0
