Pressure1,Flow2,Level3,DATETIME,ATT_FLAG
0.9540809121844854,-0.2335738697807068,-1.7927352190601848,2026-05-20 00:00:00,0
-1.0386251102947595,-0.3331486976780572,-0.9792867345536463,2026-05-20 01:00:00,1
-0.07711818361054773,2.8575087488794098,0.5892272335950107,2026-05-20 02:00:00,0
-0.8764677684475926,-0.44995133449677466,0.843812185624544,2026-05-20 03:00:00,0
2.0624336704092343,1.1104205600040211,0.026303323982054757,2026-05-20 04:00:00,1
-0.28717830908376973,-1.3349906665234452,0.28144251672896015,2026-05-20 05:00:00,0
1.2690087209116425,0.7281505693083486,0.7821037604669382,2026-05-20 06:00:00,1
-0.38642542338086117,-0.6393041796580616,0.22156297513265122,2026-05-20 07:00:00,0
-1.9090664503634687,1.2288203501199837,-1.384003099105903,2026-05-20 08:00:00,0
0.07186172486236891,-0.7884098206004654,0.7614449115871732,2026-05-20 09:00:00,1
1.5918181760983854,-1.1465443828165605,0.5731282500092552,2026-05-20 10:00:00,0
-1.8029705105096223,0.4174849148008845,-0.5700678674510281,2026-05-20 11:00:00,0
-1.027061622670724,-1.2523851062824898,-0.4836452527330329,2026-05-20 12:00:00,0
-0.9170186981271038,0.6333641706395807,1.2511322278392245,2026-05-20 13:00:00,0
-0.3589759370376011,0.3858610001816775,-0.9902010370443942,2026-05-20 14:00:00,0
-0.0319101789283014,-0.24771150745910292,2.172590644337607,2026-05-20 15:00:00,0
1.0869450238085485,-0.9411306936097504,0.7812064011523708,2026-05-20 16:00:00,0
-0.5180802415771786,-0.6668149609894639,0.03736579025318973,2026-05-20 17:00:00,0
-1.4164496246662832,-0.6465403150433489,0.11946615308488896,2026-05-20 18:00:00,0
0.6117998122095325,-0.36123493971650406,-0.3564944327491119,2026-05-20 19:00:00,0
-1.4707400642263757,-0.3043511282956575,-0.3285595594696712,2026-05-20 20:00:00,1
0.43687067421400294,-1.2995368945758405,-0.14528422780022296,2026-05-20 21:00:00,0
-0.15945958715620304,0.5675888900594599,0.6260823390532358,2026-05-20 22:00:00,1
-0.715679577019794,-1.3933955738051302,-0.27263228439331927,2026-05-20 23:00:00,0
-0.3791853949464421,0.5721970873348085,0.7590748825154751,2026-05-21 00:00:00,0
